Number Energy PSNR
3262 7.6254494 13.5654
3263 7.452357 12.3369
3264 7.2185608 13.3634
3265 7.1505404 15.8101
3266 7.2221822 21.7112
3267 7.6747502 15.8594
3268 7.1065886 15.1515
3269 6.2452748 16.7
3270 6.1158944 19.039
3271 7.795887 18.8825
3272 7.7000836 12.9726
3273 7.5106904 12.0908
3274 7.2872806 12.3189
3275 7.1491674 14
3276 7.1215916 17.0773
3277 7.2035546 13.9271
3278 7.0914898 13.8775
3279 7.1714148 14.9293
3280 6.2436902 16.8066
3281 7.9440968 18.3625
3282 7.9511892 12.7064
3283 7.5823494 11.7567
3284 7.319498 13.398
3285 7.1846246 15.5652
3286 7.0894224 20.4034
3287 7.108884 15.7314
3288 7.0461896 14.7924
3289 6.3736764 16.0868
3290 6.0344592 18.4411
3291 7.7102348 14.3331
3292 7.7314536 11.4598
3293 7.5909024 10.4978
3294 7.2122576 12.0992
3295 7.1226762 13.3771
3296 7.1666936 15.3954
3297 7.1633592 13.6355
3298 7.1074864 13.7949
3299 6.7776192 14.6799
3300 6.9380388 15.0821
3301 8.3184668 18.804
3302 7.7673374 12.9822
3303 7.6718746 12.0885
3304 7.3361722 13.4229
3305 7.102677 15.7659
3306 7.178832 20.7533
3307 7.0450786 15.9372
3308 7.0391106 13.9696
3309 6.7021196 15.0191
3310 6.1045764 15.4423
3311 7.74646 21.8468
3312 7.6833298 13.5605
3313 7.4390544 12.4875
3314 7.2684012 13.2553
3315 7.0688072 15.7066
3316 7.1408588 21.1335
3317 7.1026252 15.7033
3318 7.0298788 14.0168
3319 6.2370526 15.2173
3320 5.936925 16.0547
3321 7.8123086 19.0156
3322 7.5973394 13.0284
3323 7.4842086 12.3502
3324 7.2861164 12.1233
3325 7.2964522 13.8853
3326 7.2541958 16.7909
3327 7.0679044 13.7855
3328 7.0769088 12.9452
3329 7.1224756 13.8689
3330 6.213297 15.0719
3331 7.676625 18.3626
3332 7.4955598 12.7049
3333 7.4541884 12.24
3334 7.2669844 13.4272
3335 7.1637602 15.7751
3336 7.3895736 20.7116
3337 7.7655922 15.9343
3338 7.1489912 13.9611
3339 6.2720084 15.0225
3340 6.052717 15.4734
3341 7.6840726 14.4139
3342 7.684091 11.4338
3343 7.506131 11
3344 7.2068734 12.2718
3345 7.1608624 13.6676
3346 7.1117288 15.7565
3347 7.1051804 13.9126
3348 6.8672936 13.2159
3349 6.313634 13.6662
3350 6.2068564 14.3292
3351 8.6930804 18.1268
3352 8.8686894 12.9903
3353 8.2073448 11.8791
3354 7.8463786 13.4077
3355 7.8742854 15.7475
3356 7.4431806 20.8662
3357 7.1753146 15.9081
3358 7.1499438 15.0219
3359 7.1882856 16.3739
3360 7.041878 18.1247
3361 8.7256716 20.3401
3362 8.2817702 13.5818
3363 8.0615488 12.3795
3364 8.0674268 13.3913
3365 7.8411996 15.8292
3366 7.5931624 21.8328
3367 7.1000714 15.8568
3368 7.2333742 15.1022
3369 6.9266208 16.6452
3370 7.5505726 18.5355
3371 8.578316 17.8931
3372 9.1363436 13.0273
3373 8.7091332 12.1511
3374 8.3257984 12.3178
3375 7.8819638 13.9911
3376 7.5423576 17.1453
3377 7.2219926 13.9542
3378 7.2470502 14.2867
3379 6.9594108 15.4296
3380 7.0523658 16.1092
3381 8.5643248 17.1408
3382 8.2816816 12.701
3383 8.1248696 11.9001
3384 8.1296948 13.4182
3385 7.6298766 15.7509
3386 7.3887598 20.8354
3387 7.2087642 15.9013
3388 7.127476 14.9871
3389 6.9254676 16.3704
3390 6.9272498 18.1005
3391 8.6854086 14.0738
3392 8.42767 11.4759
3393 8.2395898 10.5895
3394 8.2199974 12.1434
3395 7.8173526 13.7347
3396 7.4472326 15.8878
3397 7.119044 14.0303
3398 7.2014406 13.788
3399 7.2549836 14.698
3400 7.0342316 15.0428
3401 6.7936682 15.6922
3402 6.5970972 12.1063
3403 7.2796814 10.5737
3404 6.8559914 11.7488
3405 6.3945864 12.8243
3406 5.7275688 14.7563
3407 5.444004 13.2738
3408 5.220204 13.1121
3409 5.1195844 13.89
3410 4.7813938 14.2314
3411 6.7009594 19.2438
3412 6.6264706 13.3123
3413 6.5082658 11.7254
3414 6.5248558 12.9676
3415 6.4758482 14.7407
3416 6.439717 18.994
3417 5.574427 15.0946
3418 5.3024598 14.4486
3419 5.14679 15.766
3420 4.7994814 16.7938
3421 6.8066668 22.6788
3422 6.6371304 14.1819
3423 6.4816302 12.6063
3424 6.4376768 13.2069
3425 6.4828824 15.5352
3426 6.4305738 22.3929
3427 5.678957 15.7065
3428 5.5338002 14.6555
3429 5.2367806 16.3183
3430 5.0016842 18.4935
3431 6.7152542 20.9767
3432 6.6353814 14.0694
3433 6.557119 12.6023
3434 6.5078196 11.7898
3435 6.4300698 12.8603
3436 5.5368804 14.7032
3437 5.428578 13.3267
3438 5.1834298 13.0925
3439 5.094325 13.9135
3440 4.770691 14.3854
3441 7.7497626 12.1057
3442 7.0682284 10.1423
3443 6.5024042 0
3444 6.4957222 0
3445 6.4089702 10.2412
3446 5.3830566 10.8682
3447 5.3201242 10.1011
3448 5.4819168 10.4677
3449 4.8202178 10.8986
3450 4.7149196 11.1255
3451 6.886465 15.6671
3452 6.9775134 12.1221
3453 6.4552138 10.5858
3454 6.4069986 11.7914
3455 6.4112154 12.8508
3456 5.549029 14.7
3457 5.2892898 13.3369
3458 5.4738052 13.1415
3459 5.1423852 13.9943
3460 4.7668994 14.337
3461 6.7270364 19.258
3462 6.568776 13.3101
3463 6.4857018 11.7266
3464 6.6889026 12.9744
3465 6.4877482 14.79
3466 6.4141054 18.9442
3467 5.569983 15.0851
3468 6.0819914 14.4532
3469 5.6191486 15.7279
3470 4.7946362 16.7927
3471 6.6584654 22.6578
3472 6.6224914 14.2027
3473 6.4749414 12.6022
3474 6.4561182 13.2049
3475 6.414081 15.5329
3476 6.6153144 22.369
3477 5.5232072 15.7057
3478 5.8269738 14.673
3479 5.2411224 16.314
3480 4.9473874 18.4744
3481 6.6364854 20.8954
3482 6.5081002 14.0173
3483 6.4528134 12.5566
3484 6.4266876 11.793
3485 6.4503382 12.8254
3486 5.7549392 14.7856
3487 5.3363374 13.2694
3488 5.2014162 13.1225
3489 5.1188818 13.9759
3490 4.9649694 14.3399
3491 6.8168158 12.1117
3492 6.5633608 10.1442
3493 6.4118726 0
3494 6.4158424 0
3495 6.424901 10.2218
3496 5.6145938 10.9014
3497 5.1345894 10.0966
3498 5.1196392 10.508
3499 5.074988 10.8827
3500 4.6178996 11.0544
3501 6.8090812 16.3205
3502 6.604502 12.1074
3503 6.4776538 10.6139
3504 6.4881522 11.9302
3505 6.4636892 13.0524
3506 5.6546662 15.4277
3507 5.1799544 13.291
3508 5.488261 13.2513
3509 5.1451094 14.0403
3510 4.8422654 14.0964
3511 6.70302 20.2801
3512 6.6455924 13.3078
3513 6.51646 11.7336
3514 6.6338978 13.0131
3515 6.461223 14.9941
3516 6.6447536 19.2363
3517 5.5516986 15.3047
3518 5.289947 14.5086
3519 5.157485 15.4838
3520 4.9824356 15.9655
3521 6.7158296 27.2857
3522 6.5314992 14.2012
3523 6.4350888 12.6028
3524 6.4216616 13.1365
3525 6.4258724 15.4446
3526 6.395073 22.5867
3527 5.5420964 15.658
3528 5.2258082 14.6659
3529 5.3572022 15.8942
3530 4.7533548 17.5827
3531 6.71693 25.5261
3532 6.5171414 14.0246
3533 6.4217652 12.5625
3534 6.4279452 11.9489
3535 6.430255 13.0076
3536 5.5807472 15.3208
3537 5.198643 13.2944
3538 5.439786 13.1652
3539 5.1148728 14.068
3540 4.8038428 14.1217
3541 6.880035 12.4873
3542 6.5919876 10.1472
3543 6.4979894 0
3544 6.2929344 0
3545 6.4339928 10.2641
3546 5.585395 11.0778
3547 5.2858704 10.3289
3548 5.258143 10.7588
3549 5.1379052 11.1237
3550 4.7170928 10.9525
3551 8.0001544 15.2572
3552 7.2911338 11.8761
3553 6.7201356 10.2623
3554 6.3339298 11.5422
3555 6.1252348 12.4873
3556 5.9700144 14.1917
3557 5.9895442 12.451
3558 5.9310824 13.0089
3559 5.9333314 13.7915
3560 5.5368064 14.4251
3561 7.0017248 18.3891
3562 6.8239654 12.9692
3563 6.6851366 11.4535
3564 6.5256802 12.7361
3565 6.2535686 14.222
3566 6.1303808 17.7179
3567 5.9691638 14.352
3568 5.9381052 14.8291
3569 5.9841296 16.2007
3570 5.8110268 17.4651
3571 7.0426156 20.6292
3572 6.8652582 13.8432
3573 6.5826846 12.3517
3574 6.4779922 13.1901
3575 6.181892 15.203
3576 6.040616 21.0403
3577 5.9608196 15.3455
3578 5.9491682 16.2187
3579 5.9148304 18.2827
3580 5.8571772 20.2583
3581 6.9673612 19.1693
3582 6.8206028 13.4172
3583 6.7435254 12.2107
3584 6.2394696 11.5575
3585 6.1098476 12.4299
3586 6.025741 14.1834
3587 5.8303444 12.5149
3588 6.0045798 13.0487
3589 5.9581478 13.8175
3590 5.878777 14.5102
3591 7.1750804 11.8863
3592 6.8867082 0
3593 6.7060946 0
3594 6.2886684 0
3595 6.1783602 10.1654
3596 6.0125666 10.826
3597 5.788209 10.0307
3598 5.7860868 10.5834
3599 5.913703 10.9885
3600 5.5919066 11.317
3601 7.9024534 18.7344
3602 7.9735162 12.9708
3603 7.721679 11.8275
3604 7.5690342 13.411
3605 7.4450736 15.5812
3606 7.0208248 20.4693
3607 7.0807124 15.7507
3608 7.2092574 14.8032
3609 7.2467766 16.0996
3610 6.339912 18.4222
3611 8.0606408 21.868
3612 7.8381146 13.5464
3613 7.7723658 12.3321
3614 7.4711746 13.3693
3615 7.346196 15.8068
3616 7.765984 21.6356
3617 7.2483474 15.8445
3618 7.1702306 14.6108
3619 7.1430108 16.724
3620 6.3761222 18.9064
3621 7.8411978 18.9241
3622 8.0285274 13.0045
3623 7.809611 12.0582
3624 7.6156144 12.292
3625 7.2249474 13.9857
3626 7.2441532 17.0286
3627 7.163932 13.9199
3628 7.1247292 13.8582
3629 7.0446486 14.8944
3630 6.36158 16.7098
3631 7.7547334 18.3704
3632 7.780255 12.6708
3633 7.6374106 11.7851
3634 7.4184438 13.3965
3635 7.2823224 15.5562
3636 7.3534778 20.4351
3637 7.1591484 15.7223
3638 7.199338 14.8039
3639 7.154441 16.0899
3640 6.2988324 18.4625
3641 8.0819982 14.3517
3642 7.7972262 11.4694
3643 7.733837 10.5224
3644 7.4029164 12.0843
3645 7.104289 13.4035
3646 7.1564424 15.4041
3647 7.1642444 13.5901
3648 7.127141 13.7727
3649 7.1363536 14.6946
3650 7.804771 14.9913
3651 8.3226214 18.7196
3652 7.8064262 12.9812
3653 7.9158314 11.8106
3654 7.7318706 13.3948
3655 7.2619832 15.5555
3656 7.2246 20.4578
3657 7.3592812 15.7356
3658 7.1112552 14.782
3659 7.2116222 16.0819
3660 6.294534 18.3875
3661 8.1178626 21.8454
3662 7.8570244 13.5458
3663 7.6538122 12.3295
3664 7.5762386 13.3662
3665 7.1401536 15.8134
3666 7.2029412 21.6659
3667 7.0618528 15.8409
3668 7.036049 14.575
3669 7.152085 16.731
3670 6.4366702 18.9121
3671 7.9894614 19.0172
3672 7.9187712 12.9861
3673 7.6679394 12.0668
3674 7.4419494 12.333
3675 7.2313794 13.9549
3676 7.155127 17.0426
3677 7.1870028 13.9026
3678 7.1229046 13.8489
3679 7.1541284 14.8948
3680 6.331625 16.7961
3681 7.9699082 18.3014
3682 7.841556 12.6764
3683 7.7443798 11.7693
3684 7.58145 13.4021
3685 7.6949006 15.5633
3686 7.3949094 20.4123
3687 7.2385294 15.7194
3688 7.1041846 14.835
3689 7.1469118 16.1081
3690 6.3150418 18.4513
3691 8.1194702 14.3699
3692 7.755408 11.4414
3693 7.6233448 10.4969
3694 7.3761138 12.1128
3695 7.1564016 13.3459
3696 7.227649 15.434
3697 7.1641314 13.6234
3698 7.0377398 13.8104
3699 7.2420528 14.7073
3700 6.7517522 15.1317
3701 7.9808538 18.7259
3702 7.7880902 12.9755
3703 7.8879692 12.0949
3704 7.8304714 13.4312
3705 7.3835378 15.7769
3706 7.2674972 20.7554
3707 7.2152746 15.9345
3708 7.0915218 14.0245
3709 7.0968792 15.1161
3710 6.4284016 15.5287
3711 7.811357 21.8386
3712 7.9164782 13.5667
3713 7.8202872 12.4849
3714 7.591454 13.25
3715 7.2752432 15.6951
3716 7.3174592 21.0971
3717 7.8151354 15.7403
3718 7.408861 14.0004
3719 7.1266974 15.2312
3720 6.3210366 16.0927
3721 7.9851584 18.9588
3722 7.951191 13.2132
3723 7.7302898 12.3245
3724 7.5038356 12.1275
3725 7.2592338 13.8709
3726 7.1811696 16.7919
3727 7.3146452 13.7772
3728 7.1739922 12.9367
3729 7.1599358 12.7278
3730 6.3644448 14.4688
3731 7.9264214 18.3489
3732 7.9922662 12.6711
3733 7.8331436 12.2251
3734 7.5155152 13.4343
3735 7.4187012 15.7807
3736 7.2651956 20.78
3737 7.1603528 15.9389
3738 7.0815036 14.0091
3739 6.9206278 15.0376
3740 6.385044 15.5532
3741 8.2192314 14.4263
3742 7.8458874 11.4719
3743 7.5938672 10.9815
3744 7.4404868 12.285
3745 7.3005312 13.6481
3746 7.3277636 15.7665
3747 7.2098886 13.8908
3748 7.2417788 13.4027
3749 7.0276878 14.0138
3750 6.282935 14.9692
3751 8.6337804 18.095
3752 8.7549118 12.9725
3753 9.029899 11.8711
3754 8.326979 13.4153
3755 8.6396438 15.734
3756 8.663375 20.8314
3757 7.6846694 15.9037
3758 7.5357932 15.0072
3759 7.2124158 16.3939
3760 7.201662 17.3994
3761 8.658393 20.3358
3762 8.6166332 13.5654
3763 8.4057716 12.4531
3764 8.101198 13.3782
3765 8.1191002 15.7992
3766 7.8635304 21.7261
3767 7.478732 15.8319
3768 7.3527074 15.1465
3769 7.5269148 16.7862
3770 6.958919 18.5714
3771 8.7966596 17.8433
3772 8.5609146 13.0453
3773 8.3757616 12.243
3774 8.2294434 12.3083
3775 7.8873326 14.0136
3776 7.735097 17.1562
3777 7.3834434 13.9362
3778 7.3317258 13.6204
3779 7.3005896 15.4011
3780 7.0452344 16.1249
3781 8.9618436 17.0873
3782 8.5365586 12.6921
3783 8.5512412 11.9963
3784 8.2579576 13.4341
3785 8.1282406 15.7335
3786 7.7045496 20.8476
3787 7.4798974 15.9109
3788 7.4790656 15.017
3789 7.0370156 16.422
3790 6.9703374 17.3434
3791 9.7562888 14.0439
3792 8.970198 11.4526
3793 8.6121182 10.569
3794 8.357505 12.3628
3795 8.0609018 13.7487
3796 7.7545966 15.9377
3797 7.4060884 13.983
3798 7.4862094 13.7623
3799 6.9739486 14.6408
3800 7.3667414 15.0592
3801 7.8391896 18.7666
3802 7.6447344 12.9724
3803 7.4878002 11.8329
3804 7.2780448 13.3925
3805 7.1786406 15.5519
3806 7.1211342 20.4156
3807 7.25969 15.7408
3808 7.1131636 14.7994
3809 6.2683306 16.0693
3810 6.1847582 18.4155
3811 7.830853 21.8396
3812 8.0245456 13.5398
3813 7.538472 12.329
3814 7.3712782 13.3611
3815 7.118649 15.8117
3816 7.189745 21.6451
3817 7.1437498 15.859
3818 7.025332 15.1601
3819 6.2466388 16.7243
3820 5.9282792 18.9594
3821 7.7743666 19.0001
3822 7.5630096 13.0297
3823 7.5464696 12.0827
3824 7.9332524 12.3173
3825 7.2330964 13.9769
3826 6.9611314 17.0455
3827 7.1156544 13.9028
3828 6.9889116 13.8546
3829 6.2009572 14.9015
3830 5.946954 16.8087
3831 7.4931296 18.2642
3832 7.4303374 12.728
3833 7.518269 11.759
3834 7.29118 13.3932
3835 7.190576 15.5635
3836 6.956532 20.4572
3837 7.1290198 15.7243
3838 7.0473716 14.7917
3839 6.3588522 16.0777
3840 5.9659378 18.4475
3841 7.7976386 14.3795
3842 7.5286658 11.4553
3843 7.5383792 10.5031
3844 7.2872558 12.0675
3845 7.129925 13.3436
3846 7.0360472 15.3702
3847 7.0567262 13.6067
3848 7.1368868 13.7681
3849 6.2504334 14.6766
3850 6.2086522 15.0407
3851 7.5846154 18.7408
3852 7.661968 12.9849
3853 7.5346778 11.8267
3854 7.2922854 13.3977
3855 7.2081904 15.5716
3856 7.1775886 20.4313
3857 8.0072586 15.7183
3858 7.4700498 14.8096
3859 6.2456994 16.131
3860 6.3361732 18.4573
3861 7.5763836 21.8288
3862 7.6315406 13.5653
3863 7.3955022 12.3282
3864 7.249735 13.3736
3865 7.156081 15.8205
3866 6.9803826 21.6247
3867 7.0902744 15.8559
3868 6.994677 15.1523
3869 6.2640304 16.7383
3870 5.9642446 18.9676
3871 7.669158 18.9603
3872 7.65314 13.0104
3873 7.5632782 12.0681
3874 7.205378 12.3272
3875 7.0342074 13.97
3876 7.0412468 17.0585
3877 7.0624906 13.926
3878 7.0169538 13.8716
3879 6.2839062 14.9362
3880 5.8217726 16.8531
3881 7.6206376 18.3413
3882 7.5156276 12.6771
3883 7.5015818 11.768
3884 7.332408 13.3945
3885 7.1840464 15.5669
3886 7.160779 20.4737
3887 7.0462388 15.7244
3888 7.0884178 14.8231
3889 6.4200132 16.1075
3890 6.3315704 18.3931
3891 8.5278666 14.3486
3892 7.6649798 11.4306
3893 7.396833 10.4987
3894 7.2846034 12.0601
3895 7.1110982 13.3176
3896 7.1124544 15.4082
3897 7.0857356 13.5785
3898 6.9519672 13.8253
3899 6.4412248 14.7515
3900 6.0620754 15.0701
3901 7.81041 18.7602
3902 7.5775334 12.9488
3903 7.4586588 12.0877
3904 7.3965716 13.4337
3905 7.1824914 15.7542
3906 7.2125068 20.7659
3907 7.2729616 15.9226
3908 7.0505542 13.9636
3909 6.2382952 15.0267
3910 6.3165444 15.4945
3911 7.6775366 21.8519
3912 7.6462766 13.6494
3913 7.411758 12.4814
3914 7.217568 13.2496
3915 7.2360666 15.6839
3916 6.9698996 21.1184
3917 7.087306 15.7206
3918 7.0760368 14.0019
3919 6.4500616 15.2035
3920 6.1108356 16.0395
3921 7.8767328 19.0132
3922 7.6813724 13.0419
3923 7.4493032 12.343
3924 7.33534 12.1394
3925 7.3162602 13.8615
3926 7.1089544 16.779
3927 7.3339308 13.7819
3928 7.0147814 12.9321
3929 6.397306 13.8819
3930 6.1223376 14.4416
3931 7.6706934 18.3632
3932 8.2329354 12.9756
3933 7.4632172 12.2414
3934 7.2245714 13.4186
3935 7.2959068 15.7552
3936 6.9647492 20.75
3937 7.116964 15.922
3938 7.1777734 13.967
3939 6.0719558 15.0239
3940 6.0149418 15.4571
3941 7.9086192 14.3877
3942 7.642136 11.4528
3943 7.5003234 10.9812
3944 7.299963 12.301
3945 7.1553762 13.6413
3946 7.1434846 15.7555
3947 7.1043488 13.8892
3948 7.1246758 13.3837
3949 6.618302 13.9414
3950 5.949277 14.3656
3951 8.660316 18.0462
3952 8.3394384 12.9694
3953 8.1692644 11.8747
3954 7.9276228 13.4089
3955 7.7989716 15.7353
3956 7.4914432 20.8161
3957 7.1194814 15.9144
3958 7.1139172 14.9868
3959 7.0180796 16.3661
3960 6.893986 18.0724
3961 8.8185906 20.3272
3962 8.4500758 13.5759
3963 8.2192802 12.3777
3964 7.8672876 13.3888
3965 7.8318834 15.8186
3966 7.3728768 21.7642
3967 7.072092 15.8465
3968 7.0274426 15.0865
3969 6.968098 16.6353
3970 6.7883342 18.4971
3971 8.58894 17.9292
3972 8.6269086 13.023
3973 8.1820078 12.147
3974 7.9841216 12.3053
3975 7.7430622 14.0024
3976 7.447768 17.1436
3977 7.2455224 13.9875
3978 7.2152858 14.2982
3979 6.8444212 15.3745
3980 7.011887 16.0516
3981 8.4293724 17.1989
3982 8.2627504 12.6956
3983 8.1382582 12.0245
3984 7.896168 13.4056
3985 7.8974822 15.7432
3986 7.4581098 20.8165
3987 7.2778052 15.9065
3988 7.1544894 14.8202
3989 7.0130118 16.4287
3990 6.8207864 18.1286
3991 8.6699944 14.066
3992 8.3679452 11.448
3993 8.283961 10.746
3994 8.0695776 12.1378
3995 7.6811534 13.7243
3996 7.370258 15.9405
3997 7.1910306 13.9689
3998 7.0681244 13.7695
3999 6.9733286 14.6191
4000 6.8636688 15.0641
4001 6.7299152 18.8164
4002 6.5594268 12.9412
4003 6.4323548 11.8119
4004 6.278156 13.5894
4005 6.3138466 15.8847
4006 6.122604 20.9012
4007 6.2758848 16.0441
4008 6.0721996 16.3165
4009 6.0901432 17.9465
4010 5.0776586 18.8536
4011 6.7985224 21.8726
4012 6.6066632 13.5376
4013 6.4036016 12.3199
4014 6.1673976 13.3036
4015 6.1462824 15.6894
4016 6.090933 20.6582
4017 6.1348884 15.7402
4018 6.0651308 17.1557
4019 6.0481986 19.2581
4020 6.1207866 21.1659
4021 6.802423 18.9378
4022 6.550045 13.003
4023 6.367475 12.067
4024 6.2392198 12.2645
4025 6.1416518 13.954
4026 6.1132082 16.7886
4027 6.1003178 13.9347
4028 6.1640744 15.6772
4029 6.1254506 16.9182
4030 5.8848768 17.7894
4031 6.7001352 18.2808
4032 6.4700344 12.6766
4033 6.936202 11.7261
4034 6.7750586 13.5947
4035 6.0836682 15.8767
4036 6.1490388 20.9402
4037 6.2051844 16.0624
4038 6.088359 16.3061
4039 5.4572078 17.9217
4040 6.0591978 18.7458
4041 6.779367 14.4055
4042 6.5149462 11.4574
4043 6.431141 10.4954
4044 6.2409632 12.4258
4045 6.2712014 13.7761
4046 6.270687 16.0133
4047 6.047996 14.0813
4048 6.0132788 13.6925
4049 6.1195864 14.446
4050 6.0850714 14.6916
4051 6.8733462 18.8058
4052 6.6158452 12.9417
4053 6.537312 11.8087
4054 6.2580918 13.589
4055 6.1740384 15.863
4056 6.0777164 20.8727
4057 6.1478064 16.0595
4058 6.0901184 16.2984
4059 6.090253 17.9004
4060 5.1339098 18.7681
4061 6.7893216 21.8926
4062 6.4727144 13.5649
4063 6.4199816 12.3182
4064 6.3084878 13.2979
4065 6.1311998 15.6973
4066 6.0790526 20.663
4067 6.1143764 15.7708
4068 6.0696148 17.156
4069 5.9924566 19.2599
4070 5.8970046 21.1183
4071 6.7541288 18.9817
4072 7.0738754 13.0126
4073 6.4599322 12.0589
4074 6.2090812 12.4317
4075 6.1051106 13.9776
4076 6.1516964 16.817
4077 6.0097042 13.9188
4078 6.0378574 15.6548
4079 6.1879992 16.9273
4080 5.6387688 17.7501
4081 7.0470524 18.3754
4082 6.5637932 12.716
4083 6.3594848 11.7501
4084 6.4240578 13.5823
4085 6.0853792 15.8759
4086 6.1049162 20.8675
4087 6.0799534 16.0526
4088 6.0810202 16.3284
4089 6.0886992 17.907
4090 5.3482122 18.7559
4091 6.754187 14.4088
4092 6.552852 11.4581
4093 6.4137896 10.4627
4094 6.3754122 12.4184
4095 6.1680602 13.783
4096 6.0950912 15.9312
4097 6.029663 14.0246
4098 6.0379202 13.7364
4099 5.993864 14.4874
4100 6.0363702 14.7023
4101 6.720222 18.7625
4102 6.7405446 12.9581
4103 6.5801868 12.0864
4104 6.2728202 13.3158
4105 6.0607304 15.5637
4106 6.1128662 19.5813
4107 6.1338216 15.7249
4108 6.0207652 16.0336
4109 6.0921714 17.6015
4110 6.3067826 18.4048
4111 7.5517532 21.8496
4112 6.612545 13.5622
4113 6.4931592 12.4852
4114 6.2293934 13.0516
4115 6.123173 15.3333
4116 6.2047362 19.4922
4117 6.089929 15.3503
4118 6.0196568 16.4852
4119 6.0513278 17.8921
4120 6.0761378 20.0725
4121 6.7412332 18.9423
4122 6.6794428 13.1726
4123 6.4756886 12.3411
4124 6.2135616 12.0246
4125 6.21972 13.6979
4126 6.084405 16.2315
4127 6.123681 13.6043
4128 5.8722534 15.0739
4129 6.3689466 16.3963
4130 6.0104328 17.3762
4131 6.8130144 18.2952
4132 6.6326182 12.7114
4133 6.394074 12.2307
4134 6.2508214 13.3204
4135 6.2731458 15.569
4136 6.0994592 19.6399
4137 6.054849 15.7282
4138 5.9996034 16.0047
4139 6.148794 17.5895
4140 6.0280312 18.3512
4141 6.8324306 14.3874
4142 6.5544736 11.4441
4143 6.3689046 10.9751
4144 6.2424716 12.4991
4145 6.2154892 13.9729
4146 6.1963772 16.0759
4147 6.2102058 14.1984
4148 6.0953262 14.1006
4149 6.032439 14.9511
4150 6.10969 14.9171
4151 8.4622096 18.0657
4152 7.4905248 12.9607
4153 7.3552408 11.8625
4154 7.4012404 13.5334
4155 6.9130156 15.6754
4156 6.683778 20.1518
4157 6.471254 15.8275
4158 6.487306 16.2998
4159 6.224849 17.8779
4160 6.0418432 19.0907
4161 7.771377 20.3393
4162 7.3063596 13.5584
4163 7.1208388 12.38
4164 6.9598778 13.412
4165 7.0080804 15.8444
4166 6.6065638 21.3133
4167 6.313251 15.89
4168 6.2913294 17.0957
4169 6.1982346 19.211
4170 6.2074862 21.2706
4171 7.6463262 17.9526
4172 7.5490434 13.017
4173 7.0894272 12.1587
4174 7.1651648 12.4413
4175 6.897889 14.1957
4176 6.541711 17.3435
4177 6.4855112 14.174
4178 6.4448492 15.508
4179 6.2729536 17.0001
4180 6.035897 17.9761
4181 7.5947922 17.1565
4182 7.5541756 12.7003
4183 7.2629646 11.8392
4184 7.2789778 13.5286
4185 6.836253 15.673
4186 6.5843982 20.0213
4187 6.4696776 15.8271
4188 6.374102 16.3138
4189 6.8041374 17.874
4190 6.757854 18.9376
4191 7.8236924 14.0121
4192 7.3977688 11.4477
4193 7.250924 10.7423
4194 7.1081492 12.445
4195 6.8126982 14.0182
4196 6.6445146 16.1364
4197 6.6190168 14.2635
4198 6.3247318 13.7557
4199 6.2940882 14.6045
4200 6.0145408 14.8131
4201 5.852519 15.648
4202 5.585786 12.1012
4203 5.425984 10.5891
4204 5.4362862 12.0374
4205 5.0097162 13.1194
4206 5.3762874 15.1604
4207 4.3422612 13.5584
4208 4.8238982 12.8743
4209 3.9663992 13.4485
4210 3.8855798 13.5857
4211 5.8457844 19.2673
4212 5.5632858 13.2972
4213 5.4226938 11.7085
4214 5.4244894 13.0421
4215 5.4252778 14.9421
4216 5.4019758 19.0235
4217 5.4375534 15.2763
4218 4.415887 15.0421
4219 3.9966506 16.2245
4220 3.9357908 16.7111
4221 5.7326448 22.7321
4222 5.6000982 14.176
4223 5.4556422 12.6087
4224 5.4236938 13.1893
4225 5.466032 15.5188
4226 5.4313414 21.4655
4227 4.3957638 15.4132
4228 4.8885718 16.4623
4229 4.4397768 18.5313
4230 4.06405 20.4484
4231 5.7160918 20.8423
4232 5.5796844 14.0133
4233 5.4553014 12.6053
4234 5.4112164 12.044
4235 5.397646 13.1222
4236 5.377461 15.1366
4237 4.3495016 13.5823
4238 4.1700142 12.8458
4239 4.2524516 13.5158
4240 3.8509162 13.5144
4241 5.8110712 12.0848
4242 5.6969166 10.1304
4243 5.3891784 0
4244 5.4016154 10.0081
4245 5.4233534 10.5958
4246 5.3341298 11.2645
4247 4.2850874 10.5004
4248 4.327215 0
4249 3.8907342 10.0673
4250 3.8313978 10.2412
4251 5.8105392 15.6903
4252 5.6092604 12.128
4253 5.4443812 10.5817
4254 5.420493 12.0392
4255 5.4081288 13.1312
4256 5.3332412 15.1876
4257 4.3093198 13.5749
4258 4.310817 12.8419
4259 4.2309782 13.5434
4260 4.0881934 13.5715
4261 5.8389698 19.2461
4262 5.497589 13.3045
4263 5.4150972 11.7283
4264 5.4649018 13.0557
4265 5.409171 14.933
4266 5.1817668 19.0115
4267 5.3746488 15.2631
4268 4.3838142 15.0796
4269 4.5066428 16.1944
4270 4.3954022 16.6715
4271 6.3633164 22.7259
4272 5.5931812 14.1988
4273 5.396644 12.5887
4274 5.435385 13.1857
4275 5.3992438 15.5105
4276 5.4636886 21.4544
4277 5.7638936 15.383
4278 4.1678534 16.4525
4279 4.0723064 18.5155
4280 4.1569722 20.4232
4281 5.7399658 20.9376
4282 5.5890884 14.0129
4283 5.4188392 12.551
4284 5.4537898 12.0208
