Number Energy PSNR
14487 11.9448062 15.9184
14488 11.0670608 14.698
14489 9.8517744 16.9495
14490 9.2558972 18.1134
14491 12.6785582 14.3927
14492 13.8788148 11.3384
14493 17.3289294 10.4673
14494 13.7386802 12.3559
14495 12.8862074 13.7356
14496 11.6875946 15.8381
14497 11.0679286 13.9798
14498 10.3624254 13.7344
14499 10.1770064 14.6109
14500 9.3272994 14.9644
14501 13.025041 18.6171
14502 13.545407 12.942
14503 15.1160078 12.0508
14504 14.8174146 13.2214
14505 13.517773 15.4431
14506 12.2814582 19.3259
14507 12.4910986 15.5369
14508 10.867007 13.8177
14509 10.3110516 14.8702
14510 9.7790498 15.2693
14511 13.5281702 21.8293
14512 13.1375616 13.562
14513 14.573658 12.4272
14514 14.6595116 13.2076
14515 13.090846 15.1937
14516 12.2156932 19.0097
14517 11.4215578 15.1501
14518 11.1230814 13.4072
14519 9.8191048 14.4108
14520 9.9747992 15.7566
14521 13.8452994 19.0171
14522 13.532564 13.0341
14523 15.1228096 12.2836
14524 14.9622146 12.1437
14525 13.6078298 13.862
14526 12.7040444 15.9812
14527 11.0278886 13.4329
14528 10.6909434 12.7642
14529 10.0889142 13.6882
14530 9.4391804 14.2126
14531 13.2339882 18.3918
14532 13.5058552 12.6825
14533 14.821069 12.2286
14534 14.3000342 13.2185
14535 13.1848786 15.4376
14536 12.2317592 19.2469
14537 10.9454826 15.5325
14538 10.6163666 13.812
14539 10.1309704 14.8604
14540 9.2825558 15.9254
14541 13.3207038 14.377
14542 13.6918872 11.4235
14543 14.8983244 10.9773
14544 13.9812758 12.4556
14545 12.8166154 13.8831
14546 11.8975274 15.9387
14547 10.9568294 14.1083
14548 11.1247866 13.2896
14549 9.9632506 13.8037
14550 9.3792658 14.2222
14551 14.5922716 18.1143
14552 19.7673498 12.9482
14553 18.2587302 11.8598
14554 17.8312922 13.4563
14555 16.3611458 15.7364
14556 15.3439074 20.29
14557 13.578257 15.8521
14558 13.0379504 14.8406
14559 13.1371328 16.1767
14560 13.110344 17.7987
14561 14.6975688 20.443
14562 16.159031 13.559
14563 17.9070318 12.3579
14564 16.4876684 13.3229
14565 16.4367058 15.7577
14566 14.7941724 20.8293
14567 14.5880742 15.7187
14568 13.6616984 14.9584
14569 13.2134542 16.4541
14570 11.367144 18.1528
14571 14.8782692 18.0352
14572 16.9857268 13.0408
14573 18.6929344 12.1363
14574 17.6975444 12.3547
14575 16.3006238 14.1228
14576 14.6153502 17.1055
14577 14.7331236 14.0074
14578 13.5500624 14.1193
14579 12.8858716 15.2193
14580 11.2716504 15.8283
14581 14.7988324 17.3082
14582 16.0440416 12.7153
14583 17.9639458 11.856
14584 16.6711936 13.4595
14585 16.0971666 15.5905
14586 14.6458534 20.254
14587 12.835405 15.8423
14588 13.1345558 14.8436
14589 12.7198684 16.1935
14590 11.4527444 17.7435
14591 22.3821398 14.0916
14592 19.5539828 11.45
14593 19.7429792 10.5616
14594 17.0471336 12.3722
14595 16.8508412 13.8111
14596 15.039818 15.8939
14597 13.7008088 14.1651
14598 14.1239654 13.6457
14599 12.8505666 14.6029
14600 11.4703064 14.9833
14601 12.4261006 15.7114
14602 13.270569 12.051
14603 17.1467384 10.6031
14604 15.804925 12.011
14605 12.8953124 13.1668
14606 11.3492428 15.0277
14607 10.3317242 13.3028
14608 9.6083164 13.0268
14609 8.8826626 13.8818
14610 8.121197 14.228
14611 11.9142844 19.254
14612 12.9006196 13.2486
14613 17.2515974 11.7058
14614 16.4269778 12.9954
14615 12.2273142 14.8874
14616 12.501153 18.7988
14617 10.1240576 15.13
14618 9.498503 14.3246
14619 8.8974616 15.6506
14620 8.636166 16.5079
14621 12.1150562 22.9551
14622 12.7352444 14.132
14623 16.142078 12.5877
14624 13.3433222 13.1144
14625 12.0950036 15.4259
14626 10.9061158 20.9116
14627 9.8710462 15.5831
14628 9.4898322 14.5052
14629 8.7791064 16.0831
14630 8.4827662 18.0391
14631 11.9925914 21.2174
14632 13.0974988 13.9462
14633 16.5727222 12.6078
14634 14.3529902 12.0043
14635 12.2765308 13.1283
14636 11.698876 15.0675
14637 10.3221262 13.3172
14638 9.5617036 13.0429
14639 8.929521 13.8835
14640 8.2025616 14.2132
14641 12.5153466 12.1402
14642 13.235778 10.0796
14643 15.0329722 0
14644 13.7462812 10.0078
14645 12.4017994 10.5734
14646 10.715254 11.248
14647 10.1280418 10.4575
14648 9.5601366 10.4578
14649 8.7740942 10.8477
14650 8.0486288 11.0949
14651 12.48655 15.673
14652 13.1139412 12.0395
14653 15.6886314 10.5718
14654 14.4340926 11.9711
14655 12.6347238 13.1251
14656 11.3885012 15.0547
14657 10.337752 13.2765
14658 9.6315464 13.0965
14659 8.8100122 13.8769
14660 8.1275942 14.1263
14661 12.1526668 19.2781
14662 14.1869866 13.2407
14663 16.6468756 11.6878
14664 16.0241572 12.9934
14665 12.3828736 14.8619
14666 10.8776174 18.7151
14667 10.5649616 15.1385
14668 10.2535252 14.3437
14669 8.8327004 15.6448
14670 8.7507382 16.5282
14671 12.0334398 23.0224
14672 16.027163 14.1393
14673 16.1493524 12.5868
14674 13.5325802 13.1104
14675 14.1174982 15.4316
14676 10.988715 20.927
14677 11.1565486 15.5534
14678 9.5280142 14.5123
14679 8.7035984 16.0976
14680 8.676498 18.0461
14681 12.0771614 21.2859
14682 13.0156754 13.957
14683 16.5977866 12.5744
14684 14.52311 12.0254
14685 12.7841566 13.1052
14686 11.303554 14.9976
14687 10.3114306 13.3573
14688 9.6847984 13.0378
14689 8.8800984 13.8748
14690 8.1776236 14.2301
14691 12.690395 12.1238
14692 13.201303 10.0704
14693 15.1366168 0
14694 13.6436606 9.98528
14695 12.804342 10.5901
14696 11.5156604 11.236
14697 10.458689 10.4901
14698 9.9736842 10.47
14699 9.0476672 10.8553
14700 8.4408016 11.0254
14701 13.3751884 16.2536
14702 16.0555754 12.0989
14703 15.9234136 10.5773
14704 15.4155468 12.0457
14705 11.3580894 13.1852
14706 10.4487752 15.3542
14707 9.5249372 13.4733
14708 9.9245116 13.1927
14709 8.2826426 14.0196
14710 7.9125454 13.7633
14711 12.1994826 20.1083
14712 13.1341772 13.292
14713 16.9408598 11.7163
14714 13.9794792 12.9692
14715 12.333376 14.6907
14716 11.1191382 18.0451
14717 11.0952046 14.9515
14718 9.7089348 14.1411
14719 8.819115 15.3752
14720 8.3446064 15.7111
14721 13.5136424 26.9262
14722 13.1427056 14.1936
14723 16.1923922 12.5929
14724 13.9158264 12.8522
14725 12.2898662 15.0658
14726 10.919767 21.0107
14727 10.9277494 15.4964
14728 9.6872224 14.494
14729 9.2770864 15.7114
14730 8.1266882 16.1258
14731 12.5619848 25.7553
14732 14.0639714 14.052
14733 17.4667666 12.5819
14734 12.8933348 12.0451
14735 11.262542 13.1861
14736 11.8055128 15.1649
14737 9.507967 13.5339
14738 8.95278 13.1779
14739 8.6290224 13.9853
14740 7.9676948 13.7472
14741 12.821475 12.489
14742 13.620292 10.1474
14743 14.9507794 0
14744 14.3506406 9.96445
14745 12.8770796 10.5739
14746 11.607965 11.3601
14747 10.263239 10.5319
14748 8.8877524 10.5277
14749 8.3105008 11.0705
14750 7.9113254 10.9666
14751 13.0904238 15.2569
14752 14.5016404 11.8225
14753 16.732084 10.303
14754 15.443807 11.8946
14755 13.4991482 12.9584
14756 12.1356686 14.8754
14757 11.071529 13.0093
14758 11.4550724 13.0214
14759 10.153174 13.7844
14760 9.832261 14.3198
14761 12.1147198 18.4052
14762 13.8430618 13.003
14763 17.9106326 11.446
14764 14.8694744 13.1013
14765 12.91234 14.8044
14766 12.010759 18.6814
14767 11.1696278 15.005
14768 11.4295258 14.7203
14769 9.9727494 16.1175
14770 9.4326492 17.3656
14771 13.8585448 20.8373
14772 14.1435242 13.7393
14773 16.823024 12.3574
14774 13.661129 13.5788
14775 12.2683936 15.793
14776 12.1671044 22.9751
14777 10.4669668 15.9755
14778 11.7157376 16.0658
14779 9.8797582 18.1928
14780 9.0038482 20.0058
14781 12.7985978 19.4542
14782 14.8400378 13.4818
14783 17.2961326 12.2133
14784 15.5258046 11.8952
14785 12.9478162 12.9893
14786 12.6852174 14.8829
14787 11.3885992 13.0357
14788 10.4805032 12.9455
14789 10.8278548 13.8474
14790 9.4139986 14.2782
14791 13.8063208 11.9272
14792 15.2320162 0
14793 16.6607544 0
14794 15.6111948 10.0194
14795 13.8157724 10.5859
14796 13.1302686 11.2872
14797 11.3977814 10.4819
14798 10.5228902 10.5485
14799 10.069412 10.9752
14800 9.1846452 11.2268
14801 13.7236874 18.6782
14802 14.7712412 12.8419
14803 15.909209 11.8018
14804 15.153289 13.5302
14805 17.1835982 15.7888
14806 13.8870976 20.5029
14807 12.1618622 15.928
14808 12.0543484 14.6664
14809 10.894505 16.9853
14810 10.0463008 18.0877
14811 13.5566478 21.8006
14812 14.4338432 13.4074
14813 15.5835724 12.3008
14814 18.7032034 13.585
14815 14.4241664 15.5958
14816 13.502059 20.2051
14817 13.134246 15.5636
14818 11.583833 14.9771
14819 10.6450166 16.5545
14820 9.9036042 18.6133
14821 14.2222226 19.0001
14822 15.7232674 12.9801
14823 16.0054 12.0705
14824 15.7290226 12.3746
14825 14.3072206 13.8855
14826 13.1402576 17.1582
14827 12.9886892 13.7878
14828 11.6477944 13.6908
14829 10.6933328 14.7436
14830 9.8875116 16.5292
14831 13.6425488 18.3367
14832 17.4593396 12.4882
14833 15.6707182 11.7796
14834 16.8489958 13.5229
14835 13.9715616 15.8089
14836 12.8331508 20.5069
14837 11.7285224 15.9187
14838 12.3871256 14.6604
14839 10.968455 16.9531
14840 9.8675056 18.1636
14841 14.3142776 14.3866
14842 15.4871428 11.3586
14843 15.8126214 10.478
14844 17.7485054 12.3698
14845 14.3981086 13.7885
14846 12.9091812 15.8878
14847 11.9951636 13.9904
14848 11.496907 13.7277
14849 11.0677888 14.6848
14850 9.9808702 14.9629
14851 13.4603406 18.7048
14852 17.7471446 12.955
14853 16.7618978 11.7919
14854 15.2776554 13.5315
14855 14.6380788 15.7926
14856 15.0497976 20.5381
14857 12.0512294 15.9416
14858 11.2742936 14.6733
14859 10.638389 16.9743
14860 10.0780814 18.095
14861 13.2918294 21.7679
14862 15.1794536 13.3951
14863 16.273599 12.3074
14864 16.6319172 13.5916
14865 14.4126928 15.6031
14866 13.3992606 20.2506
14867 11.959397 15.5706
14868 11.3737902 14.9974
14869 11.2082938 16.5888
14870 9.9050822 18.5733
14871 13.7705548 18.8864
14872 14.4944564 12.842
14873 16.2159528 12.0553
14874 15.6802748 12.3872
14875 14.197811 13.8711
14876 13.2114104 17.1567
14877 13.1363436 13.7748
14878 11.3629884 13.6947
14879 10.7455348 14.7535
14880 10.3131912 16.5333
14881 14.856812 18.3299
14882 17.5739558 12.5256
14883 16.5556972 11.7749
14884 15.2158362 13.5285
14885 14.5807136 15.8107
14886 13.2129512 20.5346
14887 12.3502904 15.9354
14888 12.4324064 14.6939
14889 10.7014224 16.9616
14890 9.973771 18.1565
14891 13.665246 14.3541
14892 17.8040874 11.3243
14893 16.0294906 10.4777
14894 14.6612426 12.403
14895 13.7871178 13.7515
14896 12.7370074 15.877
14897 11.9727824 14.0212
14898 11.5692474 13.7268
14899 10.9452968 14.7003
14900 9.7750644 14.9563
14901 13.758667 18.6689
14902 14.9058556 12.9356
14903 16.8122208 12.0474
14904 18.6619558 13.2352
14905 18.0671988 15.4567
14906 13.1550458 19.3413
14907 13.0587444 15.5456
14908 11.4468728 13.8426
14909 11.6041992 14.8985
14910 10.1011514 15.2862
14911 13.8833668 21.8098
14912 15.9519968 13.5399
14913 16.2133832 12.4401
14914 15.6918346 13.2177
14915 14.8529236 15.2275
14916 12.7590134 19.0923
14917 12.2572662 15.1945
14918 11.262949 13.8774
14919 10.752917 14.4601
14920 9.8055898 15.7825
14921 14.7717388 18.9313
14922 14.5709608 13.0484
14923 16.8014846 12.2906
14924 16.7902736 11.9052
14925 14.5485932 13.5694
14926 13.0475316 16.6388
14927 12.1462836 13.4396
14928 12.1740392 12.7827
14929 11.0235438 13.7355
14930 10.2968472 14.9139
14931 14.8730066 18.3911
14932 14.3791342 12.7336
14933 16.7080498 12.1938
14934 17.7913308 13.2231
14935 14.3830718 15.4671
14936 13.3033702 19.359
14937 12.3140222 15.5572
14938 11.4860518 13.8485
14939 10.9777514 14.8931
14940 10.5629586 15.3231
14941 14.4254488 14.3963
14942 16.0785888 11.4397
14943 16.8680538 10.9854
14944 15.9534388 12.4623
14945 13.996966 13.8903
14946 12.906071 16.0099
14947 12.2932902 14.1751
14948 11.5325202 13.3415
14949 10.6596106 13.8416
14950 10.1278282 14.2937
14951 15.001829 17.9914
14952 16.6551176 12.9509
14953 18.2182566 11.8627
14954 17.9832414 13.4538
14955 17.7329442 15.5997
14956 16.2095184 20.3781
14957 14.9095426 15.6787
14958 14.5011894 14.8673
14959 13.4423556 16.2156
14960 12.8209568 17.8216
14961 15.563214 20.4237
14962 16.393561 13.5611
14963 18.0844338 12.3604
14964 18.1068968 13.331
14965 16.5037368 15.7691
14966 14.8907154 20.886
14967 15.3391802 15.7403
14968 15.1948492 14.9408
14969 13.5108628 16.5409
14970 12.8899388 18.2125
14971 15.2545806 17.9291
14972 16.3951134 13.0519
14973 18.493996 12.1383
14974 18.1596758 12.362
14975 17.9634972 14.123
14976 16.1169704 17.1374
14977 14.8826912 14.0585
14978 14.3748748 14.161
14979 13.3482868 15.2762
14980 12.8437048 15.8222
14981 15.0702348 17.2787
14982 16.3776036 12.7212
14983 18.4110088 11.8661
14984 19.8267962 13.4494
14985 16.5427702 15.5634
14986 16.1148094 20.2786
14987 15.095657 15.6566
14988 14.606273 14.8656
14989 13.141928 16.2098
14990 13.1392178 17.7618
14991 15.2254246 14.042
14992 17.1543738 11.4674
14993 19.8243436 10.5628
14994 18.8763516 12.3668
14995 16.457588 13.9523
14996 14.827879 15.9571
14997 14.8216202 14.1816
14998 14.1623218 13.6877
14999 14.4323922 14.577
15000 12.8143836 14.8793
15001 13.2042918 18.6136
15002 13.7780676 12.8515
15003 15.6020604 11.8007
15004 14.85962 13.5043
15005 13.9398274 15.7968
15006 12.5241824 20.4924
15007 11.6796068 15.9163
15008 10.9957726 15.4113
15009 10.3960238 16.9526
15010 9.6590822 18.1253
15011 13.187022 21.8721
15012 13.7877782 13.4213
15013 14.9069478 12.3306
15014 14.386451 13.5855
15015 14.2820428 15.5707
15016 12.2403538 20.1535
15017 11.5577902 15.5426
15018 11.6751452 14.9414
15019 10.2040866 16.494
15020 9.6440822 18.538
15021 13.6438128 19.0205
15022 17.3522262 12.8765
15023 15.6535882 12.0815
15024 14.958992 12.3694
15025 13.9952572 14.1367
15026 12.7590598 17.1264
15027 11.6774588 14.0791
15028 11.2518998 13.6851
15029 10.7439536 14.7579
15030 9.7677204 16.6037
15031 14.8005262 18.4626
15032 14.2341258 12.5217
15033 15.1448352 11.7792
15034 18.2913574 13.5105
15035 13.502629 15.7876
15036 12.427421 20.4826
15037 12.522931 15.9033
15038 10.7605388 15.3932
15039 10.0476948 16.8795
15040 9.6484616 18.035
15041 13.1154136 14.3222
15042 17.2710334 11.3603
15043 15.3879222 10.4762
15044 14.359401 12.3363
15045 13.4147538 13.7368
15046 12.6255638 15.8578
15047 11.6133286 14.0028
15048 10.8357746 13.7446
15049 9.9752412 14.5822
15050 9.5428542 14.8949
15051 12.9577004 18.6443
15052 14.1918518 12.8565
15053 17.7980734 11.8164
15054 15.6968794 13.5085
15055 14.922604 15.788
15056 12.7105864 20.4356
15057 12.6239216 15.9094
15058 11.1367268 14.6526
15059 10.4863806 16.9354
15060 9.5665156 18.0132
15061 13.1333254 21.8497
15062 14.4430264 13.4266
15063 17.4630036 12.3244
15064 17.9753902 13.5902
15065 13.500319 15.5683
15066 12.3107746 20.1263
15067 11.6510072 15.5455
15068 10.9008698 14.9364
15069 10.0383892 16.4706
15070 9.3951076 18.5012
15071 13.3949852 19.0004
15072 14.1119996 12.8744
15073 15.2718886 12.0719
15074 15.1051852 12.3588
15075 13.871575 13.862
15076 12.550696 17.1118
15077 11.7986842 14.0766
15078 11.0789778 13.6925
15079 10.6128882 14.7792
15080 9.4250414 16.5393
15081 16.8766302 18.4414
15082 14.022682 12.5028
15083 15.7282682 11.7808
15084 16.8663538 13.5192
15085 14.1226374 15.8079
15086 12.4510664 20.4824
15087 11.5425142 15.9305
15088 10.8823524 15.4073
15089 10.2662242 16.962
15090 9.7695826 18.0872
15091 13.1099988 14.3776
15092 14.357155 11.3329
15093 16.1755172 10.4983
15094 14.2205494 12.3509
15095 13.3769228 13.753
15096 14.989458 15.7708
15097 11.837152 13.9785
15098 10.9104306 13.72
15099 10.2583182 14.6351
15100 9.5616642 14.821
15101 13.4421614 18.6717
15102 14.3099352 12.9561
15103 15.9651312 12.0537
15104 15.0566594 13.1974
15105 13.9322474 15.4206
15106 12.5462876 19.189
15107 11.6405034 15.525
15108 11.5097474 13.8038
15109 10.5726436 14.8173
15110 9.6222468 15.1919
15111 13.550814 21.8484
15112 14.2009468 13.5472
15113 15.3435314 12.4385
15114 15.0661896 13.1957
15115 16.4915476 15.1716
15116 13.5949026 18.9409
15117 11.789259 15.1216
15118 10.8936622 13.3441
15119 10.346952 14.4157
15120 10.7618014 15.6749
15121 14.315069 19.0307
15122 14.9860164 13.0516
15123 16.0412976 12.303
15124 15.2272646 12.1434
15125 15.0448282 13.8826
15126 12.5838942 15.9794
15127 11.8081092 13.4119
15128 11.6495126 13.1926
15129 10.6966714 13.7183
15130 9.8565872 14.8245
15131 15.0037492 18.4194
15132 13.958225 12.7513
15133 15.7592324 12.235
15134 14.55027 13.2011
15135 14.0239718 15.4468
15136 12.45425 19.1846
15137 12.2163166 15.5172
15138 11.4216452 13.8078
15139 10.1682748 14.8419
15140 9.6856902 15.1698
15141 13.6604752 14.3461
15142 14.3685238 11.4603
15143 15.94324 10.9502
15144 14.9612678 12.4509
15145 13.4073174 13.9108
15146 13.5118754 15.9764
15147 12.3903764 14.1203
15148 12.0936948 13.2874
15149 10.2539332 13.769
15150 9.9472106 14.6801
15151 14.9295542 18.05
15152 16.2837566 12.9733
15153 18.273335 11.873
15154 18.037345 13.4385
15155 17.8761932 15.7178
15156 16.2125918 19.6413
15157 15.085737 15.8479
15158 14.4259214 14.8189
15159 13.5499696 16.1521
15160 12.934874 17.6844
15161 15.3250866 20.4918
15162 16.292333 13.5587
15163 18.2083686 12.3726
15164 17.9744046 13.3178
15165 16.5486454 15.7299
15166 15.6131726 20.7187
15167 14.8240994 15.712
15168 13.4535358 14.9095
15169 12.9865424 16.4261
15170 11.39413 18.0869
15171 14.9448394 18.0195
15172 19.9394468 13.0537
15173 18.9246468 12.1577
15174 17.9210896 12.38
15175 17.0036666 14.1365
15176 18.0725796 17.0978
15177 14.6779176 14.0526
15178 13.5254978 14.1389
15179 12.9205104 15.2587
15180 11.6922316 15.7877
15181 14.70219 17.3874
15182 16.2215902 12.7342
15183 18.02069 11.9016
15184 17.9962012 13.4489
15185 16.5619114 15.7146
15186 14.6439776 19.6938
15187 14.6601858 15.8194
15188 13.4987044 14.8215
15189 13.2982866 16.1793
15190 12.8381564 17.7134
15191 14.9709818 14.0386
15192 16.3068964 11.4859
15193 18.2107552 10.5693
15194 17.0514838 12.4078
15195 16.5407038 13.821
15196 14.936471 15.9153
15197 15.0769734 14.0225
15198 13.5784408 13.6658
15199 12.9784536 14.517
15200 11.4068766 14.9352
15201 9.1286592 18.695
15202 9.4731168 12.8624
15203 10.0828982 11.8288
15204 10.0474022 13.3993
15205 9.631477 15.565
15206 9.4518616 20.5036
15207 9.1513 15.7755
15208 8.5937208 14.6759
15209 8.2861578 15.9593
15210 7.7903132 18.2104
15211 9.0995086 21.9641
15212 9.5788018 13.4447
15213 10.4926654 12.3357
15214 9.8954368 13.3829
15215 9.739481 15.7935
15216 9.3964116 21.5483
15217 9.1598386 15.8295
15218 8.6003794 14.9956
15219 8.2033338 16.5094
15220 7.735459 18.672
15221 9.3838468 19.1441
15222 10.490638 12.8966
15223 10.1612968 12.1024
15224 10.1093538 12.321
15225 9.6510234 14.0265
15226 9.431055 17.1959
15227 9.1280868 13.8978
15228 8.8038204 13.7286
15229 10.2893686 14.7867
15230 7.8187472 16.6409
15231 9.248754 18.4986
15232 9.5671388 12.5284
15233 10.0054368 11.8375
15234 9.8546498 13.404
15235 10.8579128 15.5635
15236 9.4923154 20.4991
15237 10.0329506 15.7626
15238 9.1778116 14.6529
15239 8.7482692 16.9382
15240 7.8263422 18.2331
15241 9.2003792 14.4034
15242 9.5514556 11.3763
15243 10.1657564 10.5116
15244 9.8631072 12.0847
15245 9.828636 13.3604
15246 9.38056 15.453
15247 8.7727308 13.6393
15248 8.405055 13.7321
15249 8.0042588 14.5885
15250 7.7602848 15.0098
15251 9.0892242 18.7831
15252 9.5302552 12.8651
15253 9.9958086 11.8282
15254 9.9694232 13.4044
15255 9.7633488 15.5629
15256 9.4523992 20.459
15257 9.150017 15.7553
15258 8.8761238 14.6662
15259 8.0168712 16.9434
15260 7.876963 18.1633
15261 9.1448238 21.9651
15262 9.66499 13.4339
15263 10.073008 12.3413
15264 9.8746118 13.3913
15265 9.7911758 15.8011
15266 9.590833 21.5224
15267 8.9714408 15.8435
15268 8.8241076 14.9689
15269 8.1749436 16.4794
15270 7.6459492 18.6659
15271 9.1927958 19.1924
15272 9.50081 12.8973
15273 9.8404598 12.0912
15274 9.949848 12.3238
15275 9.6719774 13.9823
15276 9.9197114 17.1914
15277 9.028645 13.9692
15278 8.772598 13.7203
15279 8.2305798 14.7856
15280 7.9780404 16.631
15281 9.7891146 18.5476
15282 11.1830482 12.5926
15283 10.9123668 11.8204
15284 9.8989426 13.4076
15285 11.1526396 15.5796
15286 9.695687 20.4336
15287 9.019154 15.7553
15288 8.6917708 14.6624
15289 8.195203 15.9482
15290 7.9287644 18.1455
15291 9.2480152 14.3796
15292 9.5311522 11.3637
15293 10.1110166 10.4856
15294 9.919624 12.1194
15295 9.9322338 13.3689
15296 10.4349874 15.4416
15297 9.2290182 13.6073
15298 8.6555858 13.7479
15299 8.250398 14.6108
15300 7.7081312 14.9753
15301 9.4037208 18.672
15302 9.494146 12.9767
15303 10.142078 12.0627
15304 10.148624 13.3957
15305 9.889472 15.7284
15306 9.7073568 20.5649
15307 9.055555 15.8938
15308 8.9788106 13.8212
15309 8.3699162 14.8655
15310 7.998072 15.2478
15311 9.2135018 21.9558
15312 9.4673332 13.5796
15313 9.979522 12.4434
15314 9.9527346 13.345
15315 9.7582314 15.6444
15316 9.5839218 20.8981
15317 8.9068894 15.6904
15318 8.5510906 13.3707
15319 8.3088292 14.4275
15320 8.0138662 15.7656
15321 9.3920344 19.1564
15322 9.8493752 13.032
15323 10.7301192 12.315
15324 10.3926778 12.2148
15325 9.820324 13.9753
15326 9.426716 16.6983
15327 9.2456386 13.888
15328 8.5212542 12.7978
15329 8.1376298 13.7621
15330 7.9129968 14.272
15331 9.2281882 18.5886
15332 9.6863826 12.7526
15333 11.48575 12.2443
15334 10.1296082 13.4023
15335 9.8361564 15.7295
15336 10.2591106 20.6188
15337 9.8532136 15.9127
15338 8.9523098 13.8164
15339 8.4237412 14.8455
15340 7.7586452 15.2564
15341 9.3755454 14.3487
15342 9.5695644 11.4779
15343 10.0045752 10.9922
15344 10.005185 12.3068
15345 9.643047 13.701
15346 9.5135284 15.8197
15347 8.8817116 13.94
15348 8.5304688 13.3288
15349 8.4273888 13.828
15350 7.1134458 14.2614
15351 11.358302 18.1184
15352 11.9268426 12.9837
15353 13.0734086 11.8799
15354 13.097951 13.4052
15355 13.2450642 15.6332
15356 11.9482378 20.6984
15357 11.4515568 15.8201
15358 11.1392354 14.8426
15359 11.3265546 16.1884
15360 10.1912206 17.7992
15361 12.6120516 20.575
15362 12.0960576 13.598
15363 13.1712136 12.3834
15364 12.8710074 13.3796
15365 11.2823582 15.7988
15366 11.6349828 21.7705
15367 11.3076228 15.8584
15368 11.0963942 15.0177
15369 11.1917908 16.5455
15370 9.7849542 18.2351
15371 11.4410032 18.0922
15372 11.1878982 13.0784
15373 12.8460006 12.1553
15374 12.921705 12.3037
15375 13.0389252 14.0016
15376 11.8220618 17.2084
15377 13.1787486 13.9769
15378 11.3430214 14.197
15379 11.2920322 15.2643
15380 9.582292 15.8837
15381 11.572106 16.8852
15382 11.3825196 12.7836
15383 12.6394838 11.8982
15384 12.9653924 13.4042
15385 13.017504 15.6468
15386 12.0291786 20.6481
15387 11.3689408 15.9108
15388 11.314798 14.9089
15389 11.080329 16.2069
15390 9.5929026 17.852
15391 11.5969536 14.0527
15392 12.482138 11.4873
15393 13.1216414 10.5817
15394 12.6573158 12.1873
15395 14.298451 13.7564
15396 11.5138538 15.6429
15397 11.023549 14.034
15398 11.369199 13.6764
15399 11.0546928 14.4837
15400 9.995289 14.9468
15401 8.1177084 15.769
15402 8.5822424 12.0668
15403 9.2936092 10.5971
15404 9.128404 11.7993
15405 8.753161 12.8783
15406 8.5279972 14.7078
15407 7.7068346 13.0322
15408 8.0913328 13.0877
15409 6.9685262 13.8918
15410 6.4997136 14.2142
15411 7.9201096 19.3659
15412 8.4926292 13.2721
15413 8.9861566 11.7337
15414 9.4900198 12.9465
15415 8.5669834 14.797
15416 8.1374666 18.9429
15417 7.6242278 15.1123
15418 7.275828 14.3557
15419 7.0639874 15.6601
15420 6.7122 16.627
15421 7.8747534 23.3007
15422 8.2927 14.1713
15423 8.940428 12.618
15424 8.8190846 13.1834
15425 8.5033032 15.5219
15426 8.065907 22.2259
15427 7.5816302 15.7352
15428 8.6017394 14.4915
15429 6.7537776 16.0749
15430 6.6589396 18.1004
15431 8.1347662 21.5191
15432 8.4269426 13.9883
15433 9.1592456 12.6104
15434 9.0554078 11.7592
15435 9.4582956 12.8081
15436 8.9015698 14.7457
15437 8.3613896 12.976
15438 7.696259 13.0777
15439 6.9432336 13.9033
15440 6.3466468 14.2188
15441 8.2532818 12.1664
15442 8.4674512 10.1005
15443 9.1079128 0
15444 9.0423348 0
15445 9.5030082 10.244
15446 8.2614974 10.8697
15447 7.8779042 10.1326
15448 7.378664 10.4592
15449 6.9054934 10.8395
15450 6.4409844 11.0329
15451 8.0905448 15.743
15452 9.7315722 12.0603
15453 9.0067612 10.6275
15454 8.9313268 11.8157
15455 8.8115954 12.8073
15456 8.272039 14.7116
15457 7.8611122 13.0334
15458 7.3447828 13.0892
15459 7.219496 13.9137
15460 6.5208944 14.2247
15461 8.0029438 19.4201
15462 9.271517 13.2845
15463 8.9876018 11.7162
15464 9.3268516 12.9443
15465 8.5020246 14.7771
15466 8.7740092 19.0147
15467 7.6771976 15.1269
15468 7.256756 14.344
15469 7.3474446 15.6395
15470 6.8612112 16.5652
15471 8.051941 23.2364
15472 9.4849316 14.1805
15473 8.9563304 12.622
15474 8.8379436 13.1824
15475 9.3008716 15.511
15476 8.0596304 22.2138
15477 7.6384026 15.7342
15478 7.3010098 14.4905
15479 6.8415268 16.0646
15480 6.7609058 18.0875
15481 9.3152708 21.5552
15482 8.919178 13.9947
15483 9.4636416 12.6468
15484 10.1235144 11.8131
15485 8.6789574 12.866
15486 8.2410816 14.777
15487 8.6571334 13.0459
15488 7.4101838 13.0792
15489 6.9619536 13.939
15490 6.5417584 14.2566
15491 8.2875034 12.1332
15492 8.6612192 10.0929
15493 9.0045164 0
15494 10.5118284 0
15495 8.7735144 10.2291
15496 8.1995022 10.8724
15497 7.9159324 10.1135
15498 7.431494 10.4663
15499 6.875518 10.8403
15500 5.927603 11.0414
15501 8.3661272 16.2903
15502 8.5075704 12.1264
15503 9.0719534 10.6327
15504 9.3413808 11.9166
15505 8.8850072 13.0465
15506 8.1697566 15.3198
15507 7.3312248 13.3545
15508 7.0125598 13.153
